run,device,device_name,sm,sm_count,cell,axis,points,voxel_m,pool_blocks,blocks,load_factor,batch,scratch_slots,arm,stage,p50_ms,p95_ms,p99_ms,min_ms,mean_ms,n,gpu_state
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A3-cuda,allocate,0.028788,0.029416,0.029480,0.027740,0.028694,30,"2827, 13801, 50, 163.27"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A3-cuda,update,0.253760,0.255384,0.256980,0.250796,0.253668,30,"2827, 13801, 50, 163.27"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A4-rust,allocate,0.042680,0.043248,0.043300,0.041400,0.042450,30,"2827, 13801, 50, 163.27"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A4-rust,update,0.274396,0.276184,0.276780,0.271404,0.274121,30,"2827, 13801, 50, 163.27"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A5-triton,allocate,0.504788,0.507028,0.507220,0.500904,0.504847,30,"2827, 13801, 50, 163.27"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,lf-sparse,loadfactor,320000,0.010000,18560,1160,0.017700,8,65536,A5-triton,update,0.331464,0.334244,0.334532,0.328812,0.331556,30,"2827, 13801, 50, 163.27"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A3-cuda,allocate,0.029240,0.029488,0.029544,0.028204,0.028925,30,"2827, 13801, 50, 161.15"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A3-cuda,update,0.333588,0.336676,0.337312,0.330528,0.333667,30,"2827, 13801, 50, 161.15"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A4-rust,allocate,0.035548,0.036060,0.036420,0.034664,0.035537,30,"2827, 13801, 50, 161.15"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A4-rust,update,0.343856,0.347364,0.348180,0.339968,0.343960,30,"2827, 13801, 50, 161.15"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A5-triton,allocate,0.501996,0.504348,0.505000,0.498400,0.501582,30,"2827, 13801, 50, 161.15"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,plane-320k,shape,320356,0.010000,16384,1060,0.032349,8,65536,A5-triton,update,0.374904,0.377636,0.377832,0.371076,0.374667,30,"2827, 13801, 50, 161.15"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A3-cuda,allocate,0.037280,0.037532,0.037568,0.037040,0.037290,30,"2827, 13801, 50, 177.83"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A3-cuda,update,0.435208,0.436864,0.437012,0.432360,0.435274,30,"2827, 13801, 50, 177.83"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A4-rust,allocate,0.045696,0.046020,0.046032,0.045516,0.045764,30,"2827, 13801, 50, 177.83"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A4-rust,update,0.440548,0.442076,0.444920,0.437984,0.440464,30,"2827, 13801, 50, 177.83"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A5-triton,allocate,0.663340,0.666924,0.668408,0.660804,0.663416,30,"2827, 13801, 50, 177.83"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-cold,real,407444,0.010000,65536,10245,0.078163,8,65536,A5-triton,update,0.551272,0.553588,0.554072,0.550208,0.551543,30,"2827, 13801, 50, 177.83"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A3-cuda,allocate,0.023180,0.023312,0.023348,0.022756,0.023151,30,"2827, 13801, 52, 195.80"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A3-cuda,update,0.364432,0.366012,0.367396,0.363016,0.364717,30,"2827, 13801, 52, 195.80"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A4-rust,allocate,0.028644,0.028888,0.028992,0.027900,0.028583,30,"2827, 13801, 52, 195.80"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A4-rust,update,0.367800,0.368796,0.368876,0.364756,0.367326,30,"2827, 13801, 52, 195.80"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A5-triton,allocate,0.661388,0.664648,0.665456,0.657396,0.661427,30,"2827, 13801, 52, 195.80"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-warm,real,407444,0.010000,65536,14332,0.109344,8,65536,A5-triton,update,0.470736,0.473412,0.474652,0.466636,0.470436,30,"2827, 13801, 52, 195.80"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p001,real,374692,0.010000,65536,5582,0.042587,8,65536,A3-cuda,allocate,0.020120,0.020220,0.020248,0.019280,0.020087,30,"2820, 13801, 54, 198.96"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p001,real,374692,0.010000,65536,5582,0.042587,8,65536,A3-cuda,update,0.192880,0.193956,0.194080,0.192264,0.193101,30,"2820, 13801, 54, 198.96"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p001,real,374692,0.010000,65536,5582,0.042587,8,65536,A4-rust,allocate,0.026772,0.026892,0.027036,0.026504,0.026760,30,"2820, 13801, 54, 198.96"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p001,real,374692,0.010000,65536,5582,0.042587,8,65536,A4-rust,update,0.200740,0.202516,0.202952,0.199424,0.200861,30,"2820, 13801, 54, 198.96"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p001,real,374692,0.010000,65536,5582,0.042587,8,65536,A5-triton,allocate,0.636644,0.639760,0.639972,0.633912,0.636832,30,"2820, 13801, 54, 198.96"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p001,real,374692,0.010000,65536,5582,0.042587,8,65536,A5-triton,update,0.290680,0.291444,0.291548,0.288892,0.290446,30,"2820, 13801, 54, 198.96"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p003,real,405269,0.010000,65536,14945,0.114021,8,65536,A3-cuda,allocate,0.023208,0.023336,0.023640,0.022828,0.023217,30,"2820, 13801, 54, 198.47"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p003,real,405269,0.010000,65536,14945,0.114021,8,65536,A3-cuda,update,0.422788,0.424360,0.424400,0.421408,0.422759,30,"2820, 13801, 54, 198.47"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p003,real,405269,0.010000,65536,14945,0.114021,8,65536,A4-rust,allocate,0.028960,0.029256,0.029408,0.028792,0.028977,30,"2820, 13801, 54, 198.47"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p003,real,405269,0.010000,65536,14945,0.114021,8,65536,A4-rust,update,0.429152,0.430964,0.431084,0.427440,0.429151,30,"2820, 13801, 54, 198.47"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p003,real,405269,0.010000,65536,14945,0.114021,8,65536,A5-triton,allocate,0.660088,0.663588,0.664148,0.655632,0.660220,30,"2820, 13801, 54, 198.47"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p003,real,405269,0.010000,65536,14945,0.114021,8,65536,A5-triton,update,0.546044,0.547944,0.547948,0.544096,0.546089,30,"2820, 13801, 54, 198.47"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p004,real,400248,0.010000,65536,8663,0.066093,8,65536,A3-cuda,allocate,0.022152,0.023100,0.023180,0.021868,0.022190,30,"2820, 13801, 55, 199.97"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p004,real,400248,0.010000,65536,8663,0.066093,8,65536,A3-cuda,update,0.339828,0.340212,0.341308,0.338436,0.339653,30,"2820, 13801, 55, 199.97"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p004,real,400248,0.010000,65536,8663,0.066093,8,65536,A4-rust,allocate,0.028852,0.029056,0.029376,0.028708,0.028885,30,"2820, 13801, 55, 199.97"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p004,real,400248,0.010000,65536,8663,0.066093,8,65536,A4-rust,update,0.344832,0.345616,0.346316,0.343256,0.344742,30,"2820, 13801, 55, 199.97"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p004,real,400248,0.010000,65536,8663,0.066093,8,65536,A5-triton,allocate,0.653892,0.656944,0.656980,0.651232,0.654046,30,"2820, 13801, 55, 199.97"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p004,real,400248,0.010000,65536,8663,0.066093,8,65536,A5-triton,update,0.431312,0.432368,0.432880,0.428508,0.431013,30,"2820, 13801, 55, 199.97"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p005,real,401678,0.010000,65536,14219,0.108482,8,65536,A3-cuda,allocate,0.026612,0.026844,0.027496,0.026404,0.026650,30,"2820, 13801, 56, 195.84"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p005,real,401678,0.010000,65536,14219,0.108482,8,65536,A3-cuda,update,0.470556,0.472328,0.473484,0.467340,0.470660,30,"2820, 13801, 56, 195.84"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p005,real,401678,0.010000,65536,14219,0.108482,8,65536,A4-rust,allocate,0.034528,0.034860,0.035028,0.033960,0.034508,30,"2820, 13801, 56, 195.84"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p005,real,401678,0.010000,65536,14219,0.108482,8,65536,A4-rust,update,0.471488,0.474084,0.474296,0.468424,0.471429,30,"2820, 13801, 56, 195.84"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p005,real,401678,0.010000,65536,14219,0.108482,8,65536,A5-triton,allocate,0.659784,0.662080,0.662880,0.656236,0.659770,30,"2820, 13801, 56, 195.84"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,tartan-p005,real,401678,0.010000,65536,14219,0.108482,8,65536,A5-triton,update,0.653564,0.656500,0.656828,0.650988,0.653855,30,"2820, 13801, 56, 195.84"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,diner-p000,real,393624,0.010000,65536,12266,0.093582,8,65536,A3-cuda,allocate,0.024768,0.025080,0.025296,0.024616,0.024782,30,"2820, 13801, 57, 198.20"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,diner-p000,real,393624,0.010000,65536,12266,0.093582,8,65536,A3-cuda,update,0.375576,0.376836,0.378112,0.374000,0.375852,30,"2820, 13801, 57, 198.20"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,diner-p000,real,393624,0.010000,65536,12266,0.093582,8,65536,A4-rust,allocate,0.032908,0.033212,0.033728,0.032612,0.032902,30,"2820, 13801, 57, 198.20"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,diner-p000,real,393624,0.010000,65536,12266,0.093582,8,65536,A4-rust,update,0.384424,0.386528,0.386528,0.382452,0.384490,30,"2820, 13801, 57, 198.20"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,diner-p000,real,393624,0.010000,65536,12266,0.093582,8,65536,A5-triton,allocate,0.652800,0.655200,0.657468,0.650092,0.652571,30,"2820, 13801, 57, 198.20"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,diner-p000,real,393624,0.010000,65536,12266,0.093582,8,65536,A5-triton,update,0.490104,0.492116,0.492932,0.488172,0.490187,30,"2820, 13801, 57, 198.20"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,diner-p002,real,409600,0.010000,65536,2769,0.021126,8,65536,A3-cuda,allocate,0.021740,0.022372,0.022664,0.021388,0.021800,30,"2820, 13801, 59, 209.22"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,diner-p002,real,409600,0.010000,65536,2769,0.021126,8,65536,A3-cuda,update,0.117044,0.117576,0.118560,0.115836,0.116980,30,"2820, 13801, 59, 209.22"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,diner-p002,real,409600,0.010000,65536,2769,0.021126,8,65536,A4-rust,allocate,0.030568,0.031088,0.031228,0.029376,0.030478,30,"2820, 13801, 59, 209.22"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,diner-p002,real,409600,0.010000,65536,2769,0.021126,8,65536,A4-rust,update,0.127080,0.129112,0.129540,0.125476,0.127218,30,"2820, 13801, 59, 209.22"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,diner-p002,real,409600,0.010000,65536,2769,0.021126,8,65536,A5-triton,allocate,0.660040,0.664396,0.665460,0.656052,0.660229,30,"2820, 13801, 59, 209.22"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,diner-p002,real,409600,0.010000,65536,2769,0.021126,8,65536,A5-triton,update,0.217068,0.217720,0.217848,0.215792,0.216959,30,"2820, 13801, 59, 209.22"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,diner-p003,real,409600,0.010000,65536,15285,0.116615,8,65536,A3-cuda,allocate,0.023248,0.024416,0.024452,0.023140,0.023373,30,"2820, 13801, 57, 198.70"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,diner-p003,real,409600,0.010000,65536,15285,0.116615,8,65536,A3-cuda,update,0.444156,0.444800,0.445836,0.442756,0.443813,30,"2820, 13801, 57, 198.70"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,diner-p003,real,409600,0.010000,65536,15285,0.116615,8,65536,A4-rust,allocate,0.030932,0.031552,0.031980,0.030380,0.030931,30,"2820, 13801, 57, 198.70"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,diner-p003,real,409600,0.010000,65536,15285,0.116615,8,65536,A4-rust,update,0.439340,0.441340,0.442092,0.437232,0.439266,30,"2820, 13801, 57, 198.70"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,diner-p003,real,409600,0.010000,65536,15285,0.116615,8,65536,A5-triton,allocate,0.663556,0.666672,0.667104,0.660480,0.663428,30,"2820, 13801, 57, 198.70"
1,0,"NVIDIA GeForce RTX 5070 Ti",120,70,diner-p003,real,409600,0.010000,65536,15285,0.116615,8,65536,A5-triton,update,0.621648,0.623164,0.623704,0.616816,0.621431,30,"2820, 13801, 57, 198.70"
1,1,"NVIDIA GeForce RTX 5060",120,30,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,allocate,0.053696,0.054172,0.054540,0.053100,0.053677,30,"2797, 13801, 38, 75.54"
1,1,"NVIDIA GeForce RTX 5060",120,30,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A3-cuda,update,0.455268,0.458728,0.461764,0.452696,0.455609,30,"2797, 13801, 38, 75.54"
1,1,"NVIDIA GeForce RTX 5060",120,30,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A4-rust,allocate,0.063036,0.063628,0.063668,0.061936,0.062995,30,"2797, 13801, 38, 75.54"
1,1,"NVIDIA GeForce RTX 5060",120,30,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A4-rust,update,0.473436,0.478132,0.478348,0.468660,0.473977,30,"2797, 13801, 38, 75.54"
1,1,"NVIDIA GeForce RTX 5060",120,30,base,baseline,320000,0.010000,16384,1160,0.035400,8,65536,A5-triton,allocate,0.962268,0.964260,0.964340,0.960040,0.962357,30,"2797, 13801, 38, 75.54"
